Year,GEOID,Inflow_Household,Inflow_Individual,Inflow_AGI,Outflow_Household,Outflow_Individual,Outflow_AGI
2017,17131,363,713,17429,386,680,18426
2017,17133,820,1490,61008,734,1321,58124
2017,17135,501,905,19934,518,948,23938
2017,17137,593,1081,23176,824,1483,37687
2017,17139,356,717,15766,400,747,15913
2017,17141,1269,2296,62221,1296,2359,63323
2017,17143,3825,6790,190852,4839,9149,387251
2017,17145,321,615,15162,398,763,14587
2017,17147,469,936,28450,448,825,23947
2017,17149,203,394,7685,233,427,8958
2017,17151,65,126,2876,98,179,3572
2017,17153,91,191,2789,134,290,4615
2017,17155,162,292,7221,145,255,6391
2017,17157,499,917,20132,600,1157,28627
2017,17159,264,487,10168,324,589,13407
2017,17161,3088,5687,145826,3348,6234,194678
2017,17163,5866,12055,290159,6366,12994,372163
2017,17165,371,744,13035,416,866,17549
2017,17167,3482,6089,167786,4114,7193,229595
2017,17169,120,229,4709,159,294,5788
2017,17171,108,213,3717,95,160,3316
2017,17173,454,869,20679,504,954,21811
2017,17175,107,196,4278,109,208,4329
2017,17177,819,1532,29809,950,1715,47899
2017,17179,2727,4930,143037,3061,5676,188807
2017,17181,243,473,10156,291,536,11964
2017,17183,1065,2089,38107,1338,2621,57119
2017,17185,183,352,6713,219,396,8364
2017,17187,351,636,14150,422,831,18909
2017,17189,297,568,15165,333,673,14781
2017,17191,261,535,10381,266,530,10740
2017,17193,254,535,10058,257,513,10660
2017,17195,982,1753,40787,1004,1809,45531
2017,17197,17147,33911,1096664,18261,34910,1310194
2017,17199,1524,2936,69916,1569,2984,72525
2017,17201,5067,9614,223559,5678,10570,330770
2017,17203,910,1824,53631,946,1820,62862
2017,18001,493,975,18035,582,1169,23350
2017,18003,6826,12961,343372,6552,12245,392110
2017,18005,2168,4049,116938,2217,4178,134015
2017,18007,274,585,10285,225,450,8079
2017,18009,263,539,9278,321,605,11760
2017,18011,2489,4993,251281,2267,4285,214687
2017,18013,560,1070,31228,493,910,24019
2017,18015,624,1290,28325,561,1074,23900
2017,18017,762,1533,27957,822,1615,33806
2017,18019,3702,6786,173444,3443,6487,167010
2017,18021,704,1419,29296,646,1235,25509
2017,18023,740,1471,27459,754,1397,32476
2017,18025,309,624,12948,280,556,10429
2017,18027,538,1038,19500,555,1105,21252
2017,18029,1220,2336,61752,1284,2346,64128
2017,18031,686,1300,30476,695,1304,29994
2017,18033,1191,2264,49491,1125,2141,51108
2017,18035,2131,3820,81021,2665,4555,108836
2017,18037,754,1367,30078,812,1459,41046
2017,18039,3940,7691,191600,4043,7911,220939
2017,18041,428,827,15294,400,768,17589
2017,18043,2831,5383,146894,2535,4668,137124
2017,18045,447,891,18603,427,839,18333
2017,18047,519,1080,26793,584,1119,24953
2017,18049,492,965,18809,482,938,19293
2017,18051,663,1246,29135,760,1416,37314
2017,18053,1073,2027,40227,1272,2334,53258
2017,18055,686,1360,28885,705,1370,28380
2017,18057,11945,23071,1018223,9773,18263,836451
2017,18059,2917,5731,172937,2360,4436,142147
2017,18061,1065,2169,50439,928,1807,44678
2017,18063,6224,12313,337156,5204,9930,299206
2017,18065,1131,2216,45658,1065,1981,44151
2017,18067,1876,3509,76121,1824,3324,83284
2017,18069,866,1710,40240,840,1527,38622
2017,18071,973,1947,38169,1036,2027,43395
2017,18073,797,1633,36462,800,1567,37004
2017,18075,324,639,10297,400,782,12801
2017,18077,704,1312,27664,657,1209,29100
2017,18079,650,1344,22856,714,1349,25944
2017,18081,5869,11257,299139,5396,10135,306778
2017,18083,707,1302,26209,706,1291,26744
2017,18085,1924,3535,103017,1992,3796,133031
2017,18087,750,1543,42280,868,1789,45407
2017,18089,10193,20519,488147,9978,18977,469161
2017,18091,2214,4183,128768,2111,3971,130364
2017,18093,828,1629,33751,794,1527,33849
2017,18095,2729,5171,108799,2799,5192,115562
2017,18097,25767,44094,1253162,28032,50041,1595362
2017,18099,981,1942,47419,1095,2058,57924
2017,18101,199,408,8468,206,412,9665
2017,18103,809,1692,29893,852,1681,32508
2017,18105,3725,6020,177125,4493,7039,220268
2017,18107,763,1501,30880,836,1616,38702
2017,18109,2208,4425,110241,2060,3819,103343
2017,18111,384,736,18877,402,798,15629
2017,18113,1285,2562,57369,1218,2347,53217
2017,18115,171,360,8325,159,318,7227
2017,18117,369,739,12836,361,711,14763
2017,18119,595,1203,25855,568,1161,22948
2017,18121,360,661,15969,352,696,13552
2017,18123,329,629,11924,325,629,13220
2017,18125,259,520,12490,264,461,9462
2017,18127,4651,8875,275448,4332,7782,244133
2017,18129,610,1177,33916,642,1214,33119
2017,18131,316,623,10763,311,681,12506
2017,18133,986,1903,44886,1008,1876,46403
2017,18135,485,959,16995,597,1148,20168
2017,18137,807,1626,34871,705,1414,34189
2017,18139,439,898,18032,441,882,17157
2017,18141,5751,10577,294566,6161,11259,352847
2017,18143,552,1091,21720,602,1170,22996
2017,18145,1210,2352,52382,1149,2101,52665
2017,18147,460,854,20802,458,865,20315
2017,18149,558,1113,22691,552,1053,19833
2017,18151,990,1901,67187,915,1647,45506
2017,18153,399,792,14683,430,812,16230
2017,18155,246,533,11523,227,465,9548
2017,18157,4339,7788,211874,5063,8820,246847
2017,18159,473,931,21745,442,818,19346
2017,18161,167,333,6645,208,404,6899
2017,18163,4017,7176,184555,4226,7584,217009
2017,18165,360,719,12661,343,646,11994
2017,18167,1970,3581,80058,2400,4179,106523
2017,18169,623,1128,25274,674,1234,32333
2017,18171,201,411,10418,194,372,9772
2017,18173,1874,3648,118067,1741,3291,105982
2017,18175,669,1384,28571,533,1062,20429
2017,18177,1141,2171,45947,1243,2290,56284
2017,18179,668,1333,27617,671,1272,29122
2017,18181,668,1333,31632,772,1506,33002
2017,18183,941,1686,46818,871,1617,40142
2017,19001,167,311,6431,151,264,5757
2017,19003,69,143,2696,94,190,3765
2017,19005,239,410,10537,260,479,10711
2017,19007,197,375,8491,206,398,7834
2017,19009,92,172,3426,97,177,4970
2017,19011,604,1124,28781,611,1136,29462
2017,19013,2427,4233,112220,2880,4948,147202
2017,19015,721,1370,35429,750,1395,35743
2017,19017,607,1156,29971,569,987,28138
2017,19019,437,879,19341,410,771,17968
2017,19021,464,840,17437,635,1206,25487
2017,19023,274,516,11644,307,523,12492
2017,19025,188,321,8659,227,412,10140
2017,19027,385,745,16523,449,803,22007
2017,19029,278,493,12131,270,472,11191
2017,19031,492,928,23944,494,892,26138
2017,19033,897,1659,45961,1033,1828,51890
2017,19035,211,391,8265,221,400,10982
2017,19037,203,371,7691,244,386,9052
2017,19039,251,502,11152,247,494,11028
2017,19041,384,711,17307,440,805,20651
2017,19043,366,685,17395,335,641,12586
2017,19045,921,1749,39616,1031,1899,45746
2017,19047,323,638,11859,388,761,15219
2017,19049,4672,8555,335788,3617,6528,278590
2017,19051,129,295,6003,159,327,8299
2017,19053,154,304,5682,193,336,7289
2017,19055,349,724,16718,319,535,14583
2017,19057,746,1394,32456,849,1567,40961
2017,19059,550,968,37610,491,893,33896
2017,19061,1641,2926,83123,1807,3198,150923
2017,19063,176,301,6187,222,380,8936
2017,19065,435,780,15739,474,835,17700
2017,19067,354,656,14154,407,755,18126
2017,19069,170,328,6542,215,428,9273
2017,19071,176,341,7470,157,317,6639
2017,19073,163,355,6470,190,326,8535
2017,19075,278,510,12633,287,548,16044
2017,19077,330,630,18268,294,560,13259
2017,19079,334,654,15265,335,610,16450
2017,19081,217,429,8893,237,422,9598
2017,19083,364,680,15925,419,832,20355
2017,19085,300,599,15248,302,558,13389
2017,19087,413,804,17438,461,891,19213
2017,19089,209,395,9224,165,296,8250
2017,19091,196,390,9487,196,376,9110
2017,19093,151,286,6344,151,263,6615
2017,19095,412,762,19900,364,617,17052
2017,19097,387,725,16102,411,682,15215
2017,19099,942,1803,45623,922,1757,45881
2017,19101,430,731,9155,436,700,18167
2017,19103,4194,6815,228449,4919,8079,289521
2017,19105,410,791,20641,445,841,20278
2017,19107,211,431,7959,207,384,8456
2017,19109,333,599,14500,355,633,16874
2017,19111,549,1048,22075,630,1221,27287
2017,19113,4750,8266,245263,4768,8634,346197
2017,19115,247,470,10606,262,495,9580
2017,19117,162,328,6747,176,349,7119
2017,19119,161,316,7124,161,284,6966
2017,19121,483,981,30662,453,835,24230
2017,19123,427,825,19285,517,1023,23268
2017,19125,735,1435,39768,726,1269,38122
2017,19127,793,1517,31629,934,1777,42598
2017,19129,364,733,19693,361,702,18823
2017,19131,224,411,9690,183,307,10637
2017,19133,163,338,7637,200,342,8140
2017,19135,171,316,7694,140,258,5087
2017,19137,227,455,9268,269,500,12192
2017,19139,871,1620,37814,1005,1898,52058
2017,19141,309,576,12698,348,657,12903
2017,19143,123,246,4742,145,286,7125
2017,19145,268,534,12768,352,655,14494
2017,19147,179,297,7128,208,347,8707
2017,19149,562,1076,25574,631,1235,33995
2017,19151,134,259,5902,194,347,7460
2017,19153,13343,23780,758910,12375,22368,746798
2017,19155,1997,3716,92374,2130,3895,101089
2017,19157,488,936,26823,515,868,27863
2017,19159,87,186,4728,81,165,3015
2017,19161,172,333,7749,210,367,8446
2017,19163,3905,7343,217336,4132,7703,287251
2017,19165,254,491,10491,273,478,12339
2017,19167,488,1020,26597,550,1043,26509
2017,19169,2492,4173,123332,3146,5006,151846
2017,19171,378,762,16397,459,843,20220
2017,19173,129,266,5798,136,270,5725
2017,19175,232,456,8571,289,567,13329
2017,19177,128,250,6023,173,389,6285
2017,19179,794,1596,29085,875,1637,35212
2017,19181,1634,3189,89905,1413,2544,75097
2017,19183,486,964,25258,516,949,23034
2017,19185,105,232,3829,102,199,3962
2017,19187,675,1222,27874,832,1491,37730
2017,19189,247,441,8904,318,556,13255
2017,19191,359,634,18233,410,679,19655
2017,19193,2206,4175,79792,2159,4073,108078
2017,19195,177,279,6868,193,318,6875
2017,19197,243,479,9946,285,563,12539
2017,20001,276,527,8526,289,570,10499
2017,20003,136,294,5843,163,289,5767
2017,20005,338,679,17282,413,770,18669
2017,20007,82,176,3728,93,203,3528
2017,20009,397,754,18273,584,1073,29052
2017,20011,279,566,9741,306,579,10131
2017,20013,158,311,4427,217,428,11587
2017,20015,1867,3981,101193,1791,3685,108648
2017,20017,33,78,1805,57,101,1921
2017,20019,42,103,1993,64,134,2905
2017,20021,476,1009,15926,504,1067,17424
2017,20023,44,85,1774,25,53,1433
2017,20025,47,112,2490,33,70,1881
2017,20027,214,430,9700,181,370,8043
2017,20029,183,335,7263,224,392,6649
2017,20031,159,332,7573,203,393,13326
2017,20033,20,33,1062,27,61,1372
2017,20035,646,1343,27858,765,1520,28876
2017,20037,793,1503,30388,1003,1763,35535
2017,20039,64,124,2181,39,93,1869
2017,20041,518,1081,22259,568,1147,24116
2017,20043,156,313,5476,170,297,6073
2017,20045,3509,5747,181475,3909,6273,196567
2017,20047,51,111,1781,65,124,2632
2017,20049,45,100,1670,50,87,2118
2017,20051,635,1094,24182,803,1326,37243
2017,20053,102,187,3281,125,220,4567
2017,20055,816,1638,30684,1005,2072,41280
2017,20057,579,1182,22318,966,2002,40099
2017,20059,678,1343,29112,733,1407,34129
2017,20061,3356,7594,128843,3663,8838,146485
2017,20063,45,77,1486,51,94,2225
2017,20065,43,69,1367,52,84,1452
2017,20067,120,245,3973,196,499,9047
2017,20069,83,193,4002,116,252,4485
2017,20071,-1,-1,-1,31,71,1638
2017,20073,91,212,4111,98,212,3703
2017,20075,24,51,946,44,99,1642
2017,20077,105,194,3399,95,185,3787
2017,20079,851,1717,40000,903,1797,43703
2017,20081,51,131,2109,97,213,5163
2017,20083,29,59,1112,37,70,1721
2017,20085,292,584,13486,330,626,14695
2017,20087,598,1204,31464,536,1017,26805
2017,20089,47,92,1607,41,77,1104
2017,20091,18127,32215,1191520,16761,29953,1299257
2017,20093,64,159,2532,101,215,5179
2017,20095,191,400,8596,181,335,16685
2017,20097,52,118,2905,44,83,1694
2017,20099,386,803,14604,478,900,18754
2017,20101,40,91,1423,28,55,1268
2017,20103,3056,7445,192464,3008,7206,186414
2017,20105,47,98,1500,58,107,1343
2017,20107,251,541,14276,276,549,10732
2017,20109,61,117,2498,59,112,2067
2017,20111,650,1177,26499,784,1403,30014
2017,20113,668,1266,33935,720,1332,34998
2017,20115,238,471,10663,297,551,13779
2017,20117,155,294,5384,162,270,6671
2017,20119,88,187,4768,105,228,5245
2017,20121,1016,2143,66103,973,1931,52636
2017,20123,84,154,2875,120,245,5331
2017,20125,594,1263,22306,692,1396,26827
2017,20127,129,267,6140,102,199,4362
2017,20129,50,113,2069,84,189,3284
2017,20131,159,299,6446,164,308,8321
2017,20133,305,615,9836,340,626,10696
2017,20135,46,99,1876,49,95,1859
2017,20137,105,183,4157,112,200,5652
2017,20139,463,932,18913,439,832,17403
2017,20141,43,80,1589,73,129,2546
2017,20143,129,274,5854,147,280,6867
2017,20145,87,184,2972,152,323,5766
2017,20147,59,104,2057,150,255,5897
2017,20149,743,1576,42266,744,1489,40487
2017,20151,203,389,8412,310,622,12602
2017,20153,24,43,1691,32,45,1000
2017,20155,1133,2193,55583,1290,2369,59792
2017,20157,75,152,3037,74,134,2158
2017,20159,215,432,9079,223,431,8865
2017,20161,3038,5422,131431,3693,6739,165529
2017,20163,77,124,2462,90,170,3266
2017,20165,69,125,2180,55,97,1698
2017,20167,144,276,4981,144,289,5440
2017,20169,1257,2319,49849,1326,2455,58895
2017,20171,84,183,4209,128,255,5676
2017,20173,8940,17243,440075,10251,19558,568541
2017,20175,384,837,13756,694,1698,29721
2017,20177,3054,5555,135988,3469,6191,176812
2017,20179,27,66,859,38,79,1701
2017,20181,123,265,4677,118,224,4544
2017,20183,58,120,1946,50,103,1521
2017,20185,74,166,3196,75,152,3617
2017,20187,23,52,763,31,72,1742
2017,20189,57,125,2398,105,204,4653
2017,20191,529,1067,23103,617,1246,25233
2017,20193,198,395,9487,232,429,9399
2017,20195,47,78,1988,53,107,1876
2017,20197,149,312,7746,137,276,6503
2017,20199,-1,-1,-1,-1,-1,-1
2017,20201,95,172,3444,80,161,3404
2017,20203,33,82,1609,45,90,2072
2017,20205,144,318,5935,174,363,6202
2017,20207,48,100,1651,56,102,1963
2017,20209,4937,9274,196553,5306,10248,230777
2017,21001,350,784,11552,372,759,10774
2017,21003,475,992,18808,377,736,13368
2017,21005,668,1295,29350,612,1198,27138
2017,21007,147,329,5792,159,323,6861
2017,21009,1000,2095,36326,873,1734,34098
2017,21011,262,592,9598,239,538,8102
2017,21013,328,700,9942,415,910,13351
2017,21015,4832,9684,263576,4641,8901,291704
2017,21017,482,960,17724,516,990,18831
2017,21019,1004,1999,42577,1018,2017,44224
2017,21021,820,1652,33812,791,1516,34256
2017,21023,215,437,8072,127,223,4276
2017,21025,103,228,3918,153,322,5246
2017,21027,462,1013,18126,390,795,13081
2017,21029,2627,5130,125107,2300,4418,108118
2017,21031,224,508,7511,216,451,7770
2017,21033,268,549,10832,255,519,11352
2017,21035,854,1605,35039,945,1635,33771
2017,21037,2983,4986,164798,2961,4901,168908
2017,21039,87,191,3519,81,173,2527
2017,21041,269,579,9902,295,609,11493
2017,21043,406,829,15021,433,911,14736
2017,21045,277,654,9588,261,518,11207
2017,21047,3463,7308,115877,3671,8343,129429
2017,21049,1086,2123,43758,970,1953,46580
2017,21051,220,465,5820,258,544,8175
2017,21053,118,242,3794,134,279,3646
2017,21055,124,253,4940,179,373,5951
2017,21057,50,107,1652,104,219,2988
2017,21059,1666,3308,76280,1636,3164,79669
2017,21061,309,648,11921,277,604,9452
2017,21063,80,179,2280,93,224,2968
2017,21065,206,429,8018,204,387,6665
2017,21067,8347,14259,451070,9277,16241,544938
2017,21069,265,565,9472,294,583,10174
2017,21071,488,1046,18247,604,1259,22100
2017,21073,1490,2635,62637,1421,2639,63642
2017,21075,166,330,4640,165,333,4619
2017,21077,277,604,11597,245,519,9226
2017,21079,519,1142,23616,484,1045,21125
2017,21081,730,1519,31659,767,1560,28902
2017,21083,643,1410,24136,669,1367,23982
2017,21085,502,1029,21028,490,956,17766
2017,21087,206,436,6711,204,438,5963
2017,21089,756,1565,31765,782,1657,37023
2017,21091,188,403,7828,166,353,8363
2017,21093,3727,8180,171213,3474,7367,169880
2017,21095,217,436,5866,316,662,11089
2017,21097,422,862,17835,417,849,16655
2017,21099,376,791,13312,343,731,11079
2017,21101,744,1458,28970,887,1729,45762
2017,21103,460,907,20309,465,918,18545
2017,21105,85,204,2664,100,219,3598
2017,21107,720,1489,30895,792,1592,37093
2017,21109,186,393,6900,167,364,5254
2017,21111,16883,29924,919639,18166,33253,1192357
2017,21113,1743,3395,104741,1593,3201,80921
2017,21115,336,721,12967,375,803,15697
2017,21117,5659,9848,290914,5475,10224,322682
2017,21119,141,297,4545,214,491,6990
2017,21121,587,1283,18856,628,1402,21572
2017,21123,404,863,14669,371,743,13585
2017,21125,1232,2725,49268,1157,2400,42256
2017,21127,252,574,8708,302,626,11593
2017,21129,82,191,2196,111,218,4038
2017,21131,76,178,1899,112,258,3388
2017,21133,197,445,7455,293,625,11274
2017,21135,203,424,6137,187,399,6831
2017,21137,547,1116,22819,563,1153,18452
2017,21139,261,484,10014,259,520,9600
2017,21141,564,1090,21481,557,1147,19031
2017,21143,227,463,14633,245,460,10106
2017,21145,1569,3121,73032,1577,3055,80039
2017,21147,135,303,4298,161,357,5192
2017,21149,154,345,6295,187,366,6095
2017,21151,2519,4683,116549,2406,4383,106678
2017,21153,116,248,3675,170,395,5553
2017,21155,350,663,14398,380,692,13823
2017,21157,742,1467,33788,671,1295,27348
2017,21159,85,182,3203,131,313,5470
2017,21161,372,689,15093,412,816,17926
2017,21163,1234,2773,56173,1069,2450,46482
2017,21165,121,261,4624,113,245,2947
2017,21167,528,1069,22477,512,995,21718
2017,21169,228,485,8436,193,410,6191
2017,21171,150,334,3899,152,348,4630
2017,21173,716,1465,27478,683,1366,25859
2017,21175,133,277,5053,155,355,6061
2017,21177,414,872,13924,439,855,17048
2017,21179,1080,2043,48163,980,1851,45472
2017,21181,137,266,4803,130,255,3662
2017,21183,399,797,14526,446,1000,15742
2017,21185,1889,4297,181105,1777,3635,173802
2017,21187,273,529,10798,238,476,9358
2017,21189,45,103,1556,43,89,1137
2017,21191,404,806,15970,428,848,16083
2017,21193,307,659,12120,389,746,14603
2017,21195,706,1490,30422,763,1458,34769
2017,21197,270,604,10021,258,556,8822
2017,21199,1175,2417,56087,958,1930,41746
2017,21201,53,98,1988,36,71,1439
2017,21203,303,647,10481,298,612,10114
2017,21205,572,1155,19923,608,1067,19700
2017,21207,319,687,13018,304,597,12935
2017,21209,2013,3976,129611,1644,3189,86989
2017,21211,1653,3263,115321,1262,2386,70155
2017,21213,585,1156,20412,461,933,17344
2017,21215,636,1335,40278,584,1154,35499
2017,21217,541,1079,19773,496,990,20046
2017,21219,214,487,7458,268,590,9349
2017,21221,345,782,19969,314,648,14514
2017,21223,260,507,10044,223,439,8149
2017,21225,222,456,7340,251,486,9762
2017,21227,3037,5764,128752,3126,5635,141246
2017,21229,300,608,11113,286,573,9213
2017,21231,264,542,10906,293,595,11009
2017,21233,288,619,9786,310,645,12424
2017,21235,780,1667,26141,827,1768,28163
2017,21237,111,251,3710,107,254,3560
2017,21239,771,1464,40279,768,1415,40730
2017,23001,2680,4465,113106,2525,4497,115960
2017,23003,861,1661,42588,951,1695,47595
2017,23005,8861,13852,629612,8137,12984,527263
2017,23007,723,1298,36060,685,1119,33849
2017,23009,1433,2446,89567,1201,1950,72453
2017,23011,2991,5036,145222,2865,4816,147700
2017,23013,1002,1679,73722,968,1526,48161
2017,23015,1138,1912,74466,928,1543,47128
2017,23017,1499,2674,71651,1302,2195,53318
2017,23019,3002,5184,139529,3068,5120,148356
2017,23021,425,770,17748,343,598,14073
2017,23023,1405,2363,76811,1217,1952,68029
2017,23025,1300,2348,54618,1174,2044,54012
2017,23027,1104,1864,56847,1039,1733,46800
2017,23029,625,1127,34978,510,932,20773
2017,23031,6274,10243,400274,5206,8218,290171
2017,24001,957,1658,42109,1054,1837,55071
